pitch,yaw,roll
89.37404259043629,-0.7974624633789062,0.2344960804060964
89.29815559004498,-1.0381507873535156,0.603452555036243
89.27926900676567,-0.947265625,0.29091283780735494
88.9982006158136,-1.196136474609375,0.3250025018504699
88.9982006158136,-1.196136474609375,0.3250025018504699
88.67272225904983,-1.4063644409179688,0.1909604642549553
89.08159283763572,-1.4126968383789062,0.199792051780782
89.08159283763572,-1.4126968383789062,0.199792051780782
88.9304702948239,-1.3287544250488281,0.03141123052252449
89.2820787395302,-1.0424232482910156,0.23795889824420463
89.2820787395302,-1.0424232482910156,0.23795889824420463
89.28252476749685,-0.9855842590332031,0.27592132877795705
89.78287961334328,-0.89691162109375,0.41179221324793824
89.78287961334328,-0.89691162109375,0.41179221324793824
89.01534078242635,-0.9025192260742188,0.07712146624337268
89.37030995406492,-0.6492233276367188,-0.14824404922589293
89.37030995406492,-0.6492233276367188,-0.14824404922589293
89.19742497059848,-0.7695198059082031,-0.3489899438966214
89.23796285797312,-0.38623809814453125,-0.42471341140699714
89.23796285797312,-0.38623809814453125,-0.42471341140699714
88.9128292402898,-1.0986328125,-0.583767228996385
89.29575591021687,-1.3611984252929688,-0.4992359970893335
89.29575591021687,-1.3611984252929688,-0.4992359970893335
89.1057134144529,-0.6648635864257812,-0.4785218919630563
89.50753494943174,-1.0992431640625,-0.4707156900092756
89.50753494943174,-1.0992431640625,-0.4707156900092756
88.54472606409246,-1.0779380798339844,-0.45289157787321216
88.59564992339993,-1.2939071655273438,-0.3885590524075931
88.59564992339993,-1.2939071655273438,-0.3885590524075931
88.54643657167074,-1.5850830078125,-0.5249991241028508
88.33390574663434,-1.7450332641601562,-0.32470742448648543
88.33390574663434,-1.7450332641601562,-0.32470742448648543
88.65648958825355,-1.4762496948242188,-0.5114612248791304
88.65759484819483,-1.6534042358398438,-0.35585166899139853
88.65759484819483,-1.6534042358398438,-0.35585166899139853
88.6216413275603,-1.7195892333984375,-0.39471358455951666
88.71322361332633,-1.1956405639648438,-0.5117353075355007
88.71322361332633,-1.1956405639648438,-0.5117353075355007
88.84851918063393,-1.3507652282714844,-0.2530227785304833
88.07694900088698,-1.8231964111328125,-0.13925742998892668
88.07694900088698,-1.8231964111328125,-0.13925742998892668
88.37204491063264,-2.1180152893066406,-0.31423835965880004
87.5315456680596,-2.4573898315429688,-0.5975962980652195
87.5315456680596,-2.4573898315429688,-0.5975962980652195
87.41902647692474,-1.9528961181640625,-0.7667529006133256
87.72225321115762,-2.3903656005859375,-0.6271530169749779
87.72225321115762,-2.3903656005859375,-0.6271530169749779
87.2668476947219,-2.8852272033691406,-0.7294138660150852
87.96755482194202,-3.1596755981445312,-0.49780263436817
87.96755482194202,-3.1596755981445312,-0.49780263436817
88.20744875964513,-2.8574371337890625,-0.2740804110568445
88.04316470618532,-2.9962158203125,-0.284819276955139
88.04316470618532,-2.9962158203125,-0.284819276955139
88.00762717853907,-2.8665733337402344,-0.21624216924347597
88.2498957268253,-3.251323699951172,-0.29446380081922324
88.2498957268253,-3.251323699951172,-0.29446380081922324
87.6884579439949,-2.1755409240722656,-0.5056886296397691
87.54820367640303,-2.8319358825683594,-0.7034450255174226
87.54820367640303,-2.8319358825683594,-0.7034450255174226
87.84737485310497,-2.543773651123047,-0.3646220383474635
87.9168071455783,-2.499237060546875,-0.3581426756076693
87.9168071455783,-2.499237060546875,-0.3581426756076693
88.41016079811203,-2.5792503356933594,-0.5359414757039851
88.2823526269508,-2.3923683166503906,-0.4214256539019709
88.2823526269508,-2.3923683166503906,-0.4214256539019709
88.11154767658785,-2.6032638549804688,-0.659558118946285
87.98570721524302,-2.5891494750976562,-0.5067009633784372
87.98570721524302,-2.5891494750976562,-0.5067009633784372
88.32283677773069,-2.829437255859375,-0.28478096266430464
87.61063392348382,-3.2105445861816406,-0.4321161642759855
87.61063392348382,-3.2105445861816406,-0.4321161642759855
87.80804792826014,-3.1275177001953125,-0.4612717251666283
87.79164847133806,-2.8993606567382812,-0.5372854547220507
87.79164847133806,-2.8993606567382812,-0.5372854547220507
87.8749935474892,-2.885723114013672,-0.5633758408105162
87.67628598482602,-2.6923370361328125,-0.4989637269735198
87.67628598482602,-2.6923370361328125,-0.4989637269735198
87.57709217099267,-2.6911354064941406,-0.5987880676611707
87.85218127855515,-2.714691162109375,-0.4988926654742255
87.85218127855515,-2.714691162109375,-0.4988926654742255
87.46815517981656,-2.9005050659179688,-0.5186342046390232
88.00932611486196,-2.5382423400878906,-0.45081752215172854
88.00932611486196,-2.5382423400878906,-0.45081752215172854
87.60189767340476,-2.4767684936523438,-0.5695285487605442
87.44603126669722,-2.4756622314453125,-0.5543220951022831
87.44603126669722,-2.4756622314453125,-0.5543220951022831
87.84432898767444,-2.1489906311035156,-0.4933647565620892
87.22592315981836,-2.495594024658203,-0.6249891287211503
87.22592315981836,-2.495594024658203,-0.6249891287211503
87.78738094754047,-2.2591781616210938,-0.5794028660570107
87.6549943993806,-2.437114715576172,-0.4348416253001756
87.6549943993806,-2.437114715576172,-0.4348416253001756
87.91988259613463,-2.3663330078125,-0.6183829830062751
87.81478362252405,-2.1591949462890625,-0.5618135008727962
87.81478362252405,-2.1591949462890625,-0.5618135008727962
88.19064309750352,-2.3307037353515625,-0.33663269481510066
88.00314500142588,-2.3003005981445312,-0.3991284907091917
88.00314500142588,-2.3003005981445312,-0.3991284907091917
88.15492173886398,-2.3649978637695312,-0.25234292100683436
88.16412354735812,-2.2956275939941406,-0.3711794881772914
88.16412354735812,-2.2956275939941406,-0.3711794881772914
88.15528417245895,-2.474517822265625,-0.2327796691063161
88.19934289280131,-2.3480606079101562,-0.24700444794871051
88.19934289280131,-2.3480606079101562,-0.24700444794871051
87.97743663685249,-2.1350669860839844,-0.3916238732431726
88.07661230608501,-2.4828147888183594,-0.32137799007756435
88.07661230608501,-2.4828147888183594,-0.32137799007756435
87.7747068695456,-2.4727630615234375,-0.36476318052101026
87.85456655290622,-2.6665306091308594,-0.3665005991258964
87.85456655290622,-2.6665306091308594,-0.3665005991258964
87.91561870950665,-2.566661834716797,-0.28808757808805713
87.90533531177793,-2.440948486328125,-0.4131684524606024
87.90533531177793,-2.440948486328125,-0.4131684524606024
87.82213526182178,-2.5864219665527344,-0.4082985295470663
87.95966324194252,-2.4081039428710938,-0.5045383197642234
87.95966324194252,-2.4081039428710938,-0.5045383197642234
87.83948935286196,-2.4969863891601562,-0.36361255503406265
88.18902484689428,-2.613964080810547,-0.4634215283179922
88.18902484689428,-2.613964080810547,-0.4634215283179922
88.23142388904719,-2.769184112548828,-0.44952258225715874
