pitch,yaw,roll
88.32616899145755,-2.38922119140625,0.3434975915707607
88.53454264486562,-2.4390411376953125,0.2482072009644916
88.51471919937882,-2.360401153564453,0.36154483795742026
88.51471919937882,-2.360401153564453,0.36154483795742026
88.3336485276242,-2.674999237060547,0.2587959365084213
88.5666171356463,-2.3151016235351562,0.16103682030904773
88.5666171356463,-2.3151016235351562,0.16103682030904773
88.55664961631443,-2.0881080627441406,0.4065153001069428
88.58058050365631,-2.412242889404297,0.3794114814610935
88.79960552985308,-1.7815780639648438,0.27602021263853666
88.79960552985308,-1.7815780639648438,0.27602021263853666
88.49413268595691,-2.1057701110839844,0.3395884894626578
88.49413268595691,-2.1057701110839844,0.3395884894626578
88.85529278458807,-1.9198226928710938,0.5645394129798341
89.14018174884713,-1.7060089111328125,0.6414321558712138
89.14018174884713,-1.7060089111328125,0.6414321558712138
89.0186848199408,-1.7805671691894531,0.8428212380907588
89.01712049014347,-2.303295135498047,1.0685529367288966
89.01712049014347,-2.303295135498047,1.0685529367288966
88.82003972821553,-1.8988227844238281,0.7899451002893844
88.96117537515376,-1.9951248168945312,0.7860943027548084
88.82813545538689,-2.0770835876464844,0.768779865282071
88.82813545538689,-2.0770835876464844,0.768779865282071
88.74578895465403,-2.410125732421875,0.8834803657914717
88.74578895465403,-2.410125732421875,0.8834803657914717
89.47576443533718,-1.7038154602050781,0.9955695535549992
89.37539596908888,-2.0951080322265625,0.7153428908192981
89.37539596908888,-2.0951080322265625,0.7153428908192981
89.90985316605452,-2.0940208435058594,1.2469714514449952
90.72220030185493,-1.9926834106445312,1.4644774335647734
90.72220030185493,-1.9926834106445312,1.4644774335647734
91.46660264295393,-2.5278091430664062,2.0469063893324844
91.26528929894486,-2.1051025390625,2.155494027712629
92.14173369579831,-2.509613037109375,2.6547988337016006
92.14173369579831,-2.509613037109375,2.6547988337016006
92.90087591006142,-2.3488998413085938,3.0514970226302225
92.90087591006142,-2.3488998413085938,3.0514970226302225
93.29492120876115,-2.513446807861328,3.8652236086499863
94.03894054664262,-1.5607070922851562,4.284546046704117
94.03894054664262,-1.5607070922851562,4.284546046704117
95.20629912007092,-1.4696884155273438,4.583058165987587
95.64139720867902,-1.7764663696289062,5.237908634783987
95.64139720867902,-1.7764663696289062,5.237908634783987
97.08297924145761,-0.9469795227050781,5.198703255921777
97.79357862328541,-1.3769149780273438,5.726117556456124
98.76685645947111,-0.9769630432128906,6.2077967347274905
98.76685645947111,-0.9769630432128906,6.2077967347274905
99.28898845875936,-0.8638572692871094,6.401283152108285
99.28898845875936,-0.8638572692871094,6.401283152108285
100.26053581734516,-1.5342330932617188,7.2289649144334165
100.88794903770463,-1.3146781921386719,7.732980884782604
100.88794903770463,-1.3146781921386719,7.732980884782604
102.23885659317331,-0.9514808654785156,8.520456153081277
